asset_id,platform_type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,kurtosis,hydraulic_pressure_psi
DEF-02582,Su-30MKI Fighter,311.7,319.9,2838,26.2,153,0.1959,3.53,159
DEF-02583,Arjun Mk-II MBT,302.8,314.2,2704,21.8,204,0.035,2.94,175
DEF-02584,Su-30MKI Fighter,296.5,305.3,1443,36.4,149,0.516,4.51,192
DEF-02585,T-90 Bhishma MBT,294.8,304.8,2492,24.2,205,1.2039,6.85,212
DEF-02586,T-90 Bhishma MBT,294.3,307.2,2383,36.7,156,0.0332,2.76,161
DEF-02587,K9 Vajra Howitzer,296.3,305.2,1279,17.8,230,0.039,3.29,186
DEF-02588,K9 Vajra Howitzer,297.5,311.8,2343,76.0,166,0.0504,3.02,160
DEF-02589,K9 Vajra Howitzer,308.2,321.1,1232,27.9,144,0.0655,2.84,202
DEF-02590,K9 Vajra Howitzer,305.3,313.6,2145,83.7,208,0.039,2.96,198
DEF-02591,BMP-2 Sarath ICV,307.8,317.4,2371,57.4,116,0.0684,3.21,194
DEF-02592,BMP-2 Sarath ICV,311.8,323.0,1397,17.7,169,0.1756,3.66,206
DEF-02593,Su-30MKI Fighter,303.7,314.1,2471,34.0,84,0.0799,3.23,194
DEF-02594,Arjun Mk-II MBT,306.4,317.6,1747,35.7,93,0.0644,2.81,149
DEF-02595,Su-30MKI Fighter,298.5,310.9,1917,73.2,238,0.0486,3.34,163
DEF-02596,Su-30MKI Fighter,299.4,307.5,2214,13.2,111,0.0422,3.0,140
DEF-02597,Arjun Mk-II MBT,306.3,318.4,2102,87.5,50,0.069,2.83,151
DEF-02598,Arjun Mk-II MBT,307.3,320.2,1756,62.4,73,0.8235,5.67,202
DEF-02599,T-90 Bhishma MBT,305.0,319.5,2745,71.6,169,0.9995,5.98,207
DEF-02600,T-90 Bhishma MBT,299.7,311.8,1508,71.6,49,0.0562,3.37,212
DEF-02601,T-90 Bhishma MBT,296.3,306.3,1585,80.0,165,0.0719,2.95,184
DEF-02602,T-90 Bhishma MBT,308.6,319.3,1820,29.0,74,0.0675,3.2,142
DEF-02603,T-90 Bhishma MBT,305.5,318.7,2850,77.9,229,0.0318,3.21,150
DEF-02604,BMP-2 Sarath ICV,302.3,316.1,2356,24.4,46,0.0363,3.24,206
DEF-02605,BMP-2 Sarath ICV,299.8,311.9,1253,46.7,168,0.0442,2.96,181
DEF-02606,T-90 Bhishma MBT,293.4,305.9,1290,35.6,42,0.7567,5.43,192
DEF-02607,T-90 Bhishma MBT,295.2,308.0,1915,77.5,26,0.0635,2.82,151
DEF-02608,Arjun Mk-II MBT,296.4,310.1,2767,33.5,51,0.6099,4.81,172
DEF-02609,Arjun Mk-II MBT,300.3,311.0,2243,86.5,109,0.0794,3.06,153
DEF-02610,K9 Vajra Howitzer,299.2,313.4,1320,61.2,39,0.0554,2.8,208
DEF-02611,T-90 Bhishma MBT,310.2,324.3,2425,47.5,156,0.0686,3.27,203
DEF-02612,K9 Vajra Howitzer,302.6,312.2,1462,41.8,59,0.1937,3.44,180
DEF-02613,Arjun Mk-II MBT,301.2,310.1,2729,55.2,188,0.6857,5.38,148
DEF-02614,Arjun Mk-II MBT,299.2,313.6,1931,46.1,37,0.0491,3.07,195
DEF-02615,K9 Vajra Howitzer,309.4,320.6,2742,56.9,43,0.2326,3.63,198
DEF-02616,K9 Vajra Howitzer,296.6,305.0,2675,45.3,202,0.7432,5.47,196
DEF-02617,K9 Vajra Howitzer,297.9,308.8,1271,73.7,72,0.703,5.31,148
DEF-02618,Arjun Mk-II MBT,295.1,310.0,1915,52.4,45,0.0751,3.08,157
DEF-02619,Su-30MKI Fighter,296.2,306.5,2603,68.8,40,0.0477,3.14,173
DEF-02620,T-90 Bhishma MBT,295.3,304.2,2335,44.2,195,0.6225,5.14,217
DEF-02621,BMP-2 Sarath ICV,303.2,313.6,2063,69.7,8,0.0596,2.8,214
DEF-02622,Su-30MKI Fighter,302.2,314.3,2892,82.3,209,0.0376,3.23,190
DEF-02623,T-90 Bhishma MBT,310.6,319.8,1693,84.7,38,0.0754,3.28,207
DEF-02624,Su-30MKI Fighter,295.9,305.2,1824,45.1,203,0.0655,3.32,154
DEF-02625,BMP-2 Sarath ICV,300.6,312.4,1239,16.8,177,0.0755,3.04,208
DEF-02626,BMP-2 Sarath ICV,301.3,309.8,1569,59.3,179,0.0481,3.02,167
DEF-02627,Arjun Mk-II MBT,302.3,313.5,2318,52.1,173,0.0623,2.82,158
DEF-02628,T-90 Bhishma MBT,309.4,320.0,1597,23.6,199,0.0756,2.94,187
DEF-02629,Su-30MKI Fighter,309.8,324.7,1313,38.6,230,0.0335,3.1,142
DEF-02630,T-90 Bhishma MBT,309.7,320.6,1855,20.7,146,0.4451,4.06,197
DEF-02631,Arjun Mk-II MBT,306.4,315.8,2856,78.0,5,0.0744,3.05,147
DEF-02632,BMP-2 Sarath ICV,305.9,318.1,1390,63.5,220,0.0702,3.41,193
DEF-02633,Su-30MKI Fighter,301.4,315.9,1818,81.6,131,1.0897,6.45,148
DEF-02634,Su-30MKI Fighter,311.4,322.9,2127,78.2,196,0.1287,3.22,142
DEF-02635,Su-30MKI Fighter,304.6,316.5,1481,54.3,114,0.0705,2.96,162
DEF-02636,T-90 Bhishma MBT,298.7,312.0,1411,71.2,101,0.0562,3.04,191
DEF-02637,BMP-2 Sarath ICV,297.4,311.4,1579,38.4,191,0.0439,2.92,169
DEF-02638,K9 Vajra Howitzer,307.0,322.0,2212,37.9,69,0.0793,3.22,205
DEF-02639,Su-30MKI Fighter,301.9,316.6,2112,56.9,207,0.9414,5.83,218
DEF-02640,K9 Vajra Howitzer,295.4,307.1,2527,53.4,222,0.0495,2.87,210
DEF-02641,Su-30MKI Fighter,297.2,308.5,2503,34.8,170,0.1912,3.49,203
DEF-02642,Su-30MKI Fighter,309.8,320.0,1667,79.5,40,0.0509,3.21,197
DEF-02643,BMP-2 Sarath ICV,304.2,316.8,2500,47.0,96,0.0589,2.92,210
DEF-02644,K9 Vajra Howitzer,308.7,317.8,1188,31.5,151,0.7059,4.96,140
DEF-02645,T-90 Bhishma MBT,294.5,308.9,2111,76.7,181,0.1672,3.15,210
DEF-02646,Su-30MKI Fighter,307.0,317.8,1734,69.1,225,1.0893,6.43,218
DEF-02647,Su-30MKI Fighter,311.0,320.5,2401,52.5,2,0.045,3.09,216
DEF-02648,BMP-2 Sarath ICV,294.3,309.0,1221,43.4,192,0.2198,3.6,214
DEF-02649,T-90 Bhishma MBT,302.3,316.2,2121,75.7,26,0.1457,3.19,188
DEF-02650,T-90 Bhishma MBT,293.6,305.7,1355,59.1,161,0.0768,3.07,163
DEF-02651,Su-30MKI Fighter,308.5,317.0,1763,19.6,30,0.067,3.2,200
DEF-02652,Su-30MKI Fighter,293.6,305.9,1853,48.2,114,0.0364,2.84,187
DEF-02653,Arjun Mk-II MBT,303.0,317.1,2144,32.3,64,0.533,4.37,162
DEF-02654,K9 Vajra Howitzer,311.2,320.5,1514,72.5,35,0.0648,3.06,187
DEF-02655,Su-30MKI Fighter,301.8,311.2,1753,73.7,22,0.0591,3.07,159
DEF-02656,BMP-2 Sarath ICV,310.6,323.7,1317,77.5,97,0.0685,2.96,184
DEF-02657,Su-30MKI Fighter,303.1,311.3,1956,69.0,108,0.0713,2.92,172
DEF-02658,Su-30MKI Fighter,298.5,308.4,2803,41.9,126,0.0464,3.13,150
DEF-02659,Arjun Mk-II MBT,310.3,318.6,2130,45.1,9,0.1227,3.53,182
DEF-02660,T-90 Bhishma MBT,308.6,322.8,1540,24.9,187,0.0612,3.1,201
DEF-02661,K9 Vajra Howitzer,299.9,309.6,2032,37.4,30,0.0539,3.03,168
DEF-02662,K9 Vajra Howitzer,311.3,320.8,2039,15.4,31,0.0342,3.17,144
DEF-02663,BMP-2 Sarath ICV,309.4,319.3,1657,44.7,13,0.0464,3.04,154
DEF-02664,BMP-2 Sarath ICV,300.5,314.4,1502,43.9,171,0.033,2.87,174
DEF-02665,Su-30MKI Fighter,306.1,316.5,1136,63.7,201,0.041,2.78,149
DEF-02666,T-90 Bhishma MBT,309.8,320.7,2703,38.9,73,0.0513,3.22,184
DEF-02667,K9 Vajra Howitzer,296.5,307.8,1144,79.1,207,0.0399,3.02,197
DEF-02668,Arjun Mk-II MBT,302.5,314.2,2116,14.9,180,0.0723,3.3,157
DEF-02669,K9 Vajra Howitzer,298.4,308.5,1787,77.8,54,0.2159,3.6,140
DEF-02670,Su-30MKI Fighter,309.6,323.3,1650,18.9,112,0.0551,2.91,191
DEF-02671,BMP-2 Sarath ICV,302.4,313.1,2268,28.9,13,0.0387,3.08,146
DEF-02672,BMP-2 Sarath ICV,307.1,318.9,1371,16.9,129,0.0518,2.92,203
DEF-02673,BMP-2 Sarath ICV,305.3,315.6,2400,25.6,11,0.0746,3.17,218
DEF-02674,K9 Vajra Howitzer,308.6,322.9,1690,26.4,205,0.0655,2.81,202
DEF-02675,BMP-2 Sarath ICV,303.8,314.0,1692,61.6,61,0.0582,3.07,164
DEF-02676,K9 Vajra Howitzer,303.7,317.0,2764,57.0,10,0.0421,3.25,201
DEF-02677,K9 Vajra Howitzer,296.9,308.1,1382,14.3,197,1.0331,5.97,141
DEF-02678,Arjun Mk-II MBT,297.3,306.8,2208,40.7,70,0.0706,2.94,170
DEF-02679,Su-30MKI Fighter,301.0,316.0,2887,86.3,205,0.0639,3.01,147
DEF-02680,Arjun Mk-II MBT,310.4,323.5,2344,63.3,159,0.1461,3.58,199
DEF-02681,T-90 Bhishma MBT,295.8,307.2,1686,58.4,155,0.559,4.76,168
DEF-02682,Su-30MKI Fighter,297.3,307.5,2161,54.6,70,0.0756,2.97,184
DEF-02683,T-90 Bhishma MBT,309.3,322.6,1926,21.6,123,0.071,3.18,217
DEF-02684,Arjun Mk-II MBT,310.8,320.9,2222,47.7,179,0.0442,3.23,164
DEF-02685,BMP-2 Sarath ICV,307.6,322.4,1723,54.4,66,0.4848,4.33,166
DEF-02686,K9 Vajra Howitzer,295.5,304.2,1404,17.6,115,0.0366,3.05,166
DEF-02687,BMP-2 Sarath ICV,301.9,313.5,2104,33.3,204,1.1235,6.73,147
DEF-02688,BMP-2 Sarath ICV,304.1,314.2,2788,83.7,62,1.1231,6.64,166
DEF-02689,T-90 Bhishma MBT,301.6,316.4,2111,36.2,242,0.2264,3.62,165
DEF-02690,Arjun Mk-II MBT,293.7,304.5,1132,43.9,91,0.0719,2.88,161
DEF-02691,K9 Vajra Howitzer,310.8,324.1,2218,21.5,105,0.034,2.78,156
DEF-02692,Su-30MKI Fighter,294.6,308.1,2178,36.0,175,0.111,3.37,152
DEF-02693,Arjun Mk-II MBT,304.3,315.5,1436,28.0,84,0.0733,3.37,210
DEF-02694,Arjun Mk-II MBT,301.2,312.1,2845,72.9,213,0.8309,5.5,179
DEF-02695,T-90 Bhishma MBT,298.2,309.3,2169,29.6,39,0.0785,3.18,177
DEF-02696,Su-30MKI Fighter,296.8,308.8,1347,17.7,87,0.7934,5.15,171
DEF-02697,Arjun Mk-II MBT,301.0,312.0,2682,46.7,144,0.0748,3.11,193
DEF-02698,K9 Vajra Howitzer,293.6,304.6,2435,78.1,0,0.4297,3.98,215
DEF-02699,Su-30MKI Fighter,303.0,316.8,1813,37.3,21,0.0366,2.74,195
DEF-02700,T-90 Bhishma MBT,293.2,305.2,1653,84.2,172,0.0309,3.11,182
DEF-02701,T-90 Bhishma MBT,306.4,316.9,1259,65.6,195,0.0438,3.33,203
DEF-02702,Arjun Mk-II MBT,299.9,312.5,1118,22.4,84,0.0502,3.24,169
DEF-02703,Su-30MKI Fighter,310.6,319.9,1587,72.4,60,0.0367,3.04,190
DEF-02704,T-90 Bhishma MBT,309.8,322.1,1430,63.7,178,0.037,3.13,203
DEF-02705,T-90 Bhishma MBT,307.5,318.3,1832,49.8,122,0.036,2.94,174
DEF-02706,K9 Vajra Howitzer,310.3,323.6,2614,80.5,18,0.0781,3.14,154
DEF-02707,Arjun Mk-II MBT,307.9,319.6,2679,49.2,208,0.0717,3.2,213
DEF-02708,Su-30MKI Fighter,304.0,312.9,1442,23.8,29,0.1595,3.58,218
DEF-02709,T-90 Bhishma MBT,306.0,317.0,2081,80.3,155,0.0413,3.32,217
DEF-02710,T-90 Bhishma MBT,295.0,308.2,1749,80.2,185,0.0589,3.32,204
DEF-02711,T-90 Bhishma MBT,295.7,309.5,2661,80.7,90,0.0682,2.89,201
DEF-02712,T-90 Bhishma MBT,300.8,311.3,2392,36.1,105,0.1585,3.31,147
DEF-02713,T-90 Bhishma MBT,305.7,318.9,1793,28.5,30,0.058,3.01,215
DEF-02714,T-90 Bhishma MBT,304.4,313.5,1332,62.9,110,1.0159,6.15,187
DEF-02715,BMP-2 Sarath ICV,296.4,308.6,2652,19.5,62,0.1859,3.55,190
DEF-02716,Su-30MKI Fighter,294.7,306.1,2175,83.6,48,0.1589,3.12,159
DEF-02717,BMP-2 Sarath ICV,302.6,314.0,1407,56.8,87,0.0511,3.12,213
DEF-02718,BMP-2 Sarath ICV,305.9,317.1,2257,69.1,191,0.0756,3.01,200
DEF-02719,Su-30MKI Fighter,297.2,308.9,2152,28.0,168,0.0766,3.36,161
DEF-02720,K9 Vajra Howitzer,297.5,306.6,2801,22.4,148,0.0312,2.73,191
DEF-02721,Arjun Mk-II MBT,304.0,318.0,1318,22.7,221,0.0483,2.79,142
DEF-02722,K9 Vajra Howitzer,304.8,318.4,1733,38.2,174,0.1242,3.43,141
DEF-02723,K9 Vajra Howitzer,305.5,314.3,2892,84.6,168,0.0671,3.06,184
DEF-02724,Su-30MKI Fighter,296.1,305.7,2287,43.9,208,0.0577,3.1,188
DEF-02725,K9 Vajra Howitzer,306.8,315.1,2208,46.3,41,0.0781,3.28,173
DEF-02726,Arjun Mk-II MBT,303.6,312.1,1804,14.1,168,0.0727,3.24,180
DEF-02727,BMP-2 Sarath ICV,300.9,315.2,2686,23.4,58,0.0513,3.28,184
DEF-02728,Su-30MKI Fighter,301.1,309.6,1302,19.3,50,0.0453,2.79,186
DEF-02729,BMP-2 Sarath ICV,306.5,318.4,2738,16.2,239,0.1441,3.35,200
DEF-02730,Arjun Mk-II MBT,306.0,320.5,2723,77.1,165,1.0555,6.13,159
DEF-02731,Arjun Mk-II MBT,308.7,321.2,2070,70.7,127,0.0708,3.28,193
DEF-02732,K9 Vajra Howitzer,305.1,314.5,2891,84.3,132,0.0692,3.18,168
DEF-02733,T-90 Bhishma MBT,309.3,319.0,1201,82.3,19,0.0352,3.12,197
DEF-02734,BMP-2 Sarath ICV,297.7,306.3,1520,52.1,8,0.0538,2.85,160
DEF-02735,Su-30MKI Fighter,310.4,320.8,2580,53.8,49,1.3274,7.38,179
DEF-02736,T-90 Bhishma MBT,309.7,320.4,1917,79.1,243,0.0337,2.8,214
DEF-02737,K9 Vajra Howitzer,309.1,320.0,1741,34.5,45,0.1989,3.44,174
DEF-02738,Arjun Mk-II MBT,311.5,320.2,1722,57.7,100,0.0634,3.36,211
DEF-02739,T-90 Bhishma MBT,307.0,317.2,1912,28.0,18,0.0598,2.9,198
DEF-02740,Su-30MKI Fighter,297.3,308.0,1407,60.9,95,0.679,4.92,204
DEF-02741,T-90 Bhishma MBT,300.9,314.2,1829,83.3,125,0.0335,2.76,185
DEF-02742,Arjun Mk-II MBT,303.4,314.5,1890,67.9,43,0.101,3.24,199
DEF-02743,K9 Vajra Howitzer,301.0,309.9,1809,76.2,92,0.1622,3.29,201
DEF-02744,BMP-2 Sarath ICV,306.2,316.7,2620,60.8,100,0.0445,2.75,177
DEF-02745,BMP-2 Sarath ICV,305.6,318.1,2560,22.9,41,0.8958,5.63,141
DEF-02746,BMP-2 Sarath ICV,297.9,310.8,2638,49.3,132,0.0491,2.94,204
DEF-02747,BMP-2 Sarath ICV,299.3,312.7,1932,23.4,85,0.0453,3.06,187
DEF-02748,Arjun Mk-II MBT,311.2,321.4,1575,77.2,47,0.0471,2.88,202
DEF-02749,BMP-2 Sarath ICV,302.9,316.7,2664,72.7,21,1.3097,7.27,205
DEF-02750,K9 Vajra Howitzer,301.3,311.7,1123,23.9,231,0.0397,3.25,194
DEF-02751,BMP-2 Sarath ICV,301.5,309.6,2033,62.3,160,0.0709,3.03,212
DEF-02752,BMP-2 Sarath ICV,293.8,303.2,1654,44.7,85,0.0714,3.14,211
DEF-02753,K9 Vajra Howitzer,301.3,311.9,2425,45.7,8,0.1164,3.33,209
DEF-02754,Arjun Mk-II MBT,298.5,307.8,2357,74.3,236,0.9322,5.61,211
DEF-02755,K9 Vajra Howitzer,305.9,319.0,2375,31.2,217,0.0773,3.17,196
DEF-02756,BMP-2 Sarath ICV,303.8,318.4,2041,80.1,104,0.048,3.34,184
DEF-02757,K9 Vajra Howitzer,304.5,312.9,1275,45.7,32,0.0453,3.23,159
DEF-02758,Su-30MKI Fighter,303.0,311.8,1795,54.4,153,0.0555,3.14,175
DEF-02759,T-90 Bhishma MBT,311.3,321.9,2686,34.9,113,0.1161,3.45,209
DEF-02760,Su-30MKI Fighter,293.3,302.0,2542,62.3,122,0.0415,2.96,217
DEF-02761,BMP-2 Sarath ICV,311.0,320.2,2214,79.8,154,0.0684,3.22,163
DEF-02762,T-90 Bhishma MBT,295.3,303.8,2158,12.3,110,0.2329,3.8,143
DEF-02763,K9 Vajra Howitzer,310.9,320.3,2068,77.4,137,0.9047,6.09,170
DEF-02764,Arjun Mk-II MBT,293.2,308.0,2264,54.2,233,0.058,3.32,149
DEF-02765,K9 Vajra Howitzer,311.1,323.7,2712,23.8,15,0.065,3.19,163
DEF-02766,K9 Vajra Howitzer,295.1,308.4,2586,33.6,94,0.1227,3.57,194
DEF-02767,K9 Vajra Howitzer,308.3,321.9,1175,18.8,81,0.0426,3.29,191
DEF-02768,Arjun Mk-II MBT,295.9,305.9,2506,83.8,222,0.0546,2.87,160
DEF-02769,Su-30MKI Fighter,309.2,322.7,2126,72.2,123,0.0798,3.21,146
DEF-02770,Arjun Mk-II MBT,293.9,304.1,1551,84.1,96,0.0721,2.92,142
DEF-02771,K9 Vajra Howitzer,299.2,312.9,2461,50.8,76,0.1051,3.45,207
DEF-02772,Arjun Mk-II MBT,307.3,320.6,2417,16.7,50,0.0752,3.06,168
DEF-02773,T-90 Bhishma MBT,297.0,309.4,1827,23.4,208,0.0642,3.18,200
DEF-02774,K9 Vajra Howitzer,294.9,305.6,1641,48.3,169,0.0533,3.23,198
DEF-02775,K9 Vajra Howitzer,297.1,310.9,2421,80.5,183,0.0748,3.04,140
DEF-02776,BMP-2 Sarath ICV,308.7,320.2,1124,21.8,76,0.2271,3.57,174
DEF-02777,Arjun Mk-II MBT,312.0,320.9,1478,42.1,209,0.0727,2.84,218
DEF-02778,T-90 Bhishma MBT,301.0,311.9,1646,30.8,9,0.0497,3.27,179
DEF-02779,T-90 Bhishma MBT,299.5,312.5,2065,43.9,121,0.0495,3.3,208
DEF-02780,T-90 Bhishma MBT,302.4,311.0,1311,15.4,43,0.0663,2.85,151
DEF-02781,BMP-2 Sarath ICV,306.1,315.6,1673,19.6,71,0.0608,3.32,202
DEF-02782,BMP-2 Sarath ICV,306.4,320.9,1224,60.8,208,0.045,3.25,211
DEF-02783,BMP-2 Sarath ICV,297.0,307.3,2047,54.0,148,0.0331,3.28,195
DEF-02784,T-90 Bhishma MBT,301.9,312.4,1342,53.1,120,0.5696,4.69,175
DEF-02785,Arjun Mk-II MBT,301.1,315.2,2019,63.7,128,0.0534,3.28,167
DEF-02786,Su-30MKI Fighter,308.5,319.3,2111,79.5,129,0.0561,2.97,160
DEF-02787,Su-30MKI Fighter,305.5,319.9,2407,61.2,47,0.0791,3.05,204
DEF-02788,K9 Vajra Howitzer,293.1,305.7,2767,25.5,114,0.0527,2.78,196
DEF-02789,Su-30MKI Fighter,295.9,308.5,1688,79.3,238,0.2142,3.59,145
DEF-02790,BMP-2 Sarath ICV,309.4,324.3,2439,29.1,14,1.1259,6.37,190
DEF-02791,T-90 Bhishma MBT,297.8,306.2,1382,41.9,177,0.045,3.18,177
DEF-02792,BMP-2 Sarath ICV,300.8,313.0,1797,19.1,224,0.4659,4.38,181
DEF-02793,Arjun Mk-II MBT,300.5,308.5,1449,30.6,185,0.1632,3.29,162
DEF-02794,K9 Vajra Howitzer,301.4,311.1,1132,29.0,205,0.1371,3.25,172
DEF-02795,Arjun Mk-II MBT,303.7,317.8,1870,58.3,73,0.0335,3.22,217
DEF-02796,T-90 Bhishma MBT,302.5,317.1,1212,25.2,34,0.0631,2.9,186
DEF-02797,K9 Vajra Howitzer,307.0,321.4,2173,34.9,98,0.0515,3.3,178
DEF-02798,Arjun Mk-II MBT,296.4,310.4,1423,56.4,104,0.951,5.86,146
DEF-02799,BMP-2 Sarath ICV,304.3,315.4,2604,53.0,8,0.0788,3.12,219
DEF-02800,BMP-2 Sarath ICV,299.3,313.4,1168,39.9,13,0.0552,2.93,198
DEF-02801,T-90 Bhishma MBT,299.5,309.5,2555,72.1,118,0.0656,2.93,143
DEF-02802,BMP-2 Sarath ICV,295.1,304.9,2818,58.6,233,0.5695,4.79,203
DEF-02803,BMP-2 Sarath ICV,307.1,317.6,2645,62.5,194,0.1897,3.48,181
DEF-02804,Su-30MKI Fighter,301.4,314.1,1609,40.6,69,0.0648,3.38,183
DEF-02805,Arjun Mk-II MBT,297.3,307.2,1181,49.6,87,0.0325,3.14,174
DEF-02806,K9 Vajra Howitzer,296.1,310.7,2566,52.8,117,0.215,3.73,155
DEF-02807,Su-30MKI Fighter,304.5,317.6,1476,80.2,106,0.052,3.3,140
DEF-02808,K9 Vajra Howitzer,296.7,308.7,1611,83.4,31,0.0468,2.94,186
DEF-02809,Su-30MKI Fighter,310.6,319.2,2138,48.0,104,0.9532,5.84,204
DEF-02810,Arjun Mk-II MBT,311.1,324.4,2375,46.5,114,0.5416,4.62,157
DEF-02811,T-90 Bhishma MBT,301.9,310.8,1304,65.4,16,0.1147,3.13,188
DEF-02812,Arjun Mk-II MBT,308.2,318.3,2324,63.6,82,0.1516,3.37,179
DEF-02813,BMP-2 Sarath ICV,310.4,324.1,2837,37.1,132,0.0454,2.98,160
DEF-02814,T-90 Bhishma MBT,302.5,310.8,2727,44.7,214,0.1633,3.24,153
DEF-02815,Arjun Mk-II MBT,299.8,311.1,1969,38.6,144,0.391,4.03,181
DEF-02816,Arjun Mk-II MBT,302.4,311.3,2222,12.7,61,0.0758,3.35,185
DEF-02817,Su-30MKI Fighter,307.9,321.2,2451,46.5,68,0.7451,5.36,160
DEF-02818,Arjun Mk-II MBT,295.3,307.6,1618,44.2,81,0.6455,4.82,204
DEF-02819,Arjun Mk-II MBT,296.7,307.4,2627,20.8,208,0.0768,3.34,187
DEF-02820,BMP-2 Sarath ICV,293.7,307.1,2176,29.3,166,0.0441,3.16,169
DEF-02821,BMP-2 Sarath ICV,309.4,323.5,1154,41.7,177,0.0537,3.27,170
DEF-02822,T-90 Bhishma MBT,301.7,316.5,2277,31.5,147,0.0489,3.05,218
DEF-02823,BMP-2 Sarath ICV,295.8,305.9,1923,23.8,234,0.1227,3.29,163
DEF-02824,T-90 Bhishma MBT,302.8,313.4,2316,40.7,39,0.0358,2.99,179
DEF-02825,Su-30MKI Fighter,307.7,316.3,2886,50.0,145,0.0475,3.08,195
DEF-02826,T-90 Bhishma MBT,297.4,306.3,2609,41.0,113,0.0492,3.36,142
DEF-02827,BMP-2 Sarath ICV,309.1,320.2,2029,69.1,23,0.0751,3.14,213
DEF-02828,Arjun Mk-II MBT,306.4,318.7,1946,83.8,42,0.0487,2.77,150
DEF-02829,BMP-2 Sarath ICV,295.8,310.2,1435,55.1,35,0.0402,2.81,145
DEF-02830,Su-30MKI Fighter,298.5,311.2,2888,32.6,66,0.0507,3.29,183
DEF-02831,Arjun Mk-II MBT,299.3,312.9,2486,45.1,121,0.0676,3.42,155
DEF-02832,BMP-2 Sarath ICV,299.8,309.5,2508,79.2,232,0.0784,3.06,167
DEF-02833,BMP-2 Sarath ICV,301.8,313.6,2448,12.7,140,0.2095,3.77,148
DEF-02834,K9 Vajra Howitzer,298.1,308.9,1636,68.6,164,0.0366,2.81,201
DEF-02835,K9 Vajra Howitzer,295.6,305.6,2469,69.7,50,0.0687,3.16,202
DEF-02836,Arjun Mk-II MBT,305.4,316.6,2235,61.0,80,0.7911,5.46,218
DEF-02837,BMP-2 Sarath ICV,303.7,316.5,1594,33.3,213,0.1374,3.45,201
DEF-02838,BMP-2 Sarath ICV,295.5,309.8,1713,73.4,142,0.0516,3.06,180
DEF-02839,T-90 Bhishma MBT,301.6,309.7,1994,41.7,86,0.0628,3.4,170
DEF-02840,Su-30MKI Fighter,310.8,325.7,2754,83.7,74,0.0746,3.43,159
DEF-02841,T-90 Bhishma MBT,298.1,308.5,2185,14.0,81,0.0715,2.87,141
DEF-02842,K9 Vajra Howitzer,298.2,311.2,2396,42.5,141,0.0384,2.83,148
DEF-02843,BMP-2 Sarath ICV,293.6,305.0,2240,81.7,118,0.0522,2.95,193
DEF-02844,BMP-2 Sarath ICV,307.3,319.9,2164,38.5,1,0.0496,2.98,153
DEF-02845,BMP-2 Sarath ICV,302.9,311.2,1776,49.3,27,0.0658,2.83,199
DEF-02846,K9 Vajra Howitzer,307.0,317.2,1829,35.5,212,0.0462,3.17,146
DEF-02847,T-90 Bhishma MBT,307.5,322.1,2868,55.6,142,0.0541,2.79,143
DEF-02848,Arjun Mk-II MBT,310.7,320.4,1789,18.0,162,0.0796,3.17,146
DEF-02849,BMP-2 Sarath ICV,303.2,316.9,2401,68.3,188,0.139,3.26,154
DEF-02850,K9 Vajra Howitzer,303.3,314.7,2760,42.2,172,0.2257,3.87,179
DEF-02851,BMP-2 Sarath ICV,294.6,306.6,2004,12.3,84,0.4643,4.12,193
DEF-02852,Su-30MKI Fighter,304.7,318.5,2200,26.0,194,0.0317,2.71,163
DEF-02853,K9 Vajra Howitzer,304.0,313.6,1797,64.5,185,0.0736,3.04,184
DEF-02854,Su-30MKI Fighter,297.8,307.3,2673,65.9,46,0.0506,3.04,186
DEF-02855,T-90 Bhishma MBT,293.2,306.2,2176,81.9,33,0.0571,3.26,174
DEF-02856,BMP-2 Sarath ICV,310.5,318.7,1399,69.3,158,0.4778,4.57,157
DEF-02857,K9 Vajra Howitzer,301.5,315.3,2711,70.5,235,0.2327,3.43,206
DEF-02858,T-90 Bhishma MBT,301.3,310.9,1921,55.9,211,0.0781,3.01,164
DEF-02859,K9 Vajra Howitzer,297.8,311.9,2196,75.5,204,0.0369,2.93,180
DEF-02860,Arjun Mk-II MBT,303.2,312.3,2505,87.3,216,0.0414,3.22,145
DEF-02861,T-90 Bhishma MBT,302.7,316.7,2699,36.5,231,0.2255,3.72,213
DEF-02862,BMP-2 Sarath ICV,308.2,316.5,1681,74.8,45,0.069,3.06,161
DEF-02863,Arjun Mk-II MBT,301.7,314.6,1199,55.6,75,0.3934,4.06,159
DEF-02864,Arjun Mk-II MBT,309.6,324.2,1264,53.4,166,0.0759,2.96,152
DEF-02865,Su-30MKI Fighter,293.8,308.1,1102,62.7,131,0.0454,3.12,200
DEF-02866,T-90 Bhishma MBT,297.1,309.8,2802,30.9,33,0.1032,3.23,188
DEF-02867,T-90 Bhishma MBT,295.2,303.9,1166,44.4,215,0.0779,3.02,151
DEF-02868,K9 Vajra Howitzer,309.2,317.8,2466,28.1,139,0.0495,2.77,203
DEF-02869,K9 Vajra Howitzer,306.8,317.0,1955,22.1,171,0.0535,2.89,178
DEF-02870,Arjun Mk-II MBT,307.1,319.7,2160,26.2,171,0.2169,3.59,188
DEF-02871,Su-30MKI Fighter,295.8,305.3,2132,27.9,9,0.0768,2.99,140
