vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
ARMOR-T90-02557,305.0,306.7,1243,70.3,85,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02558,299.9,305.6,2388,29.1,105,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02559,301.1,314.3,2524,28.7,68,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02560,305.9,317.6,2105,15.6,245,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02561,306.8,314.5,1407,62.8,233,0.74,26,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02562,301.8,305.6,1962,53.0,92,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02563,296.0,308.0,2026,70.2,69,0.7,30,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02564,307.6,313.5,1561,41.1,179,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02565,304.7,307.3,1341,24.3,237,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02566,301.8,314.6,2647,22.1,137,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02567,300.7,307.3,1799,32.6,181,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02568,295.3,306.2,2552,66.7,127,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02569,305.8,316.7,1603,19.2,168,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02570,303.2,309.9,1516,20.7,228,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02571,298.2,317.6,2317,64.4,233,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02572,296.3,311.9,2763,51.8,156,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02573,298.9,306.2,2427,71.0,86,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02574,307.8,317.3,2161,64.0,53,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02575,305.5,306.0,1658,60.5,83,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02576,297.4,309.9,2174,56.3,177,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02577,297.8,315.8,1968,54.3,65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02578,300.2,308.6,1427,74.3,109,0.94,12,3,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02579,300.9,311.2,2748,31.3,38,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02580,303.8,305.1,1240,18.2,147,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02581,295.8,305.9,1843,69.5,175,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02582,296.4,313.9,1866,52.8,221,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02583,305.4,317.9,1738,67.4,8,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02584,301.5,315.8,2687,71.3,30,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02585,303.2,311.2,2527,20.3,7,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02586,301.9,311.6,1619,59.8,218,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02587,305.3,311.4,1544,25.7,239,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02588,306.8,306.8,1258,29.0,180,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02589,296.2,309.6,2570,22.0,46,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02590,304.8,317.4,1829,21.4,182,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02591,296.7,306.9,1966,19.4,40,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02592,304.3,306.7,2753,55.6,26,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02593,307.4,315.2,1600,52.5,35,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02594,302.9,309.0,1722,16.1,48,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02595,297.7,309.1,2477,36.8,75,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02596,295.2,311.1,2248,31.8,173,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02597,303.7,313.8,1446,39.3,88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02598,307.9,316.8,1617,54.2,42,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02599,307.4,316.0,1474,81.5,109,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02600,299.0,313.6,2628,74.4,49,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02601,297.8,313.8,1774,23.5,49,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02602,299.6,316.6,2323,16.0,236,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02603,303.6,313.4,1645,69.8,79,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02604,300.2,307.4,2388,35.6,221,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02605,300.4,305.7,2026,76.7,61,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02606,305.6,316.3,2312,21.7,19,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02607,299.2,308.2,2086,52.4,59,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02608,303.0,309.9,1220,30.3,192,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02609,300.6,310.8,2134,28.6,193,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02610,301.7,308.8,2144,42.9,119,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02611,307.1,316.2,1321,23.6,185,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02612,295.2,305.3,1948,72.9,190,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02613,296.9,309.3,2513,19.8,182,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02614,307.4,306.0,1679,77.8,71,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02615,296.4,311.3,1436,47.9,216,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02616,301.6,311.1,1395,28.6,241,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02617,295.1,307.1,1305,38.8,172,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02618,297.6,316.4,2153,53.5,83,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02619,304.0,305.7,1776,40.9,57,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02620,300.6,310.9,1625,60.9,132,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02621,304.2,310.5,1385,37.7,49,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02622,303.6,305.4,1310,19.2,243,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02623,296.5,306.7,1707,30.9,102,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02624,305.5,317.7,1328,52.1,122,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02625,299.6,305.8,2532,65.1,100,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02626,302.9,311.5,2244,35.3,181,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02627,302.4,309.2,2786,54.7,210,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02628,302.1,305.1,2668,22.9,237,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02629,299.1,317.5,1316,77.6,31,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02630,305.2,306.2,1389,82.7,43,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02631,305.4,311.2,2269,23.8,32,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02632,303.2,305.4,2028,44.2,15,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02633,306.8,310.2,1701,66.9,107,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02634,302.7,305.8,2305,41.8,108,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02635,302.1,317.7,1379,64.6,246,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02636,296.4,316.4,2504,33.8,0,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02637,300.2,305.9,1824,55.9,210,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02638,301.8,315.4,2239,60.8,98,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02639,303.9,314.8,1401,76.7,14,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02640,302.8,310.3,2077,50.0,150,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02641,303.5,314.3,1682,83.1,163,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02642,300.2,317.3,1918,28.5,97,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02643,306.3,305.1,1963,73.8,192,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02644,303.1,306.6,2140,27.0,178,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02645,299.6,310.6,1292,27.1,40,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02646,307.3,308.2,2702,72.4,237,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02647,304.7,310.7,2170,27.2,95,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02648,297.8,309.3,1852,67.6,115,0.74,26,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02649,295.2,315.1,2385,34.1,133,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02650,299.4,305.5,2530,17.3,85,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02651,299.9,312.0,1634,76.6,32,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02652,307.9,314.0,2543,75.9,234,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02653,303.8,306.8,2337,42.2,89,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02654,298.2,313.3,1661,82.0,152,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02655,305.3,313.6,2702,72.6,129,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02656,302.4,308.7,1482,50.1,182,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02657,306.7,305.5,1502,51.8,120,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02658,295.3,312.1,2310,71.9,89,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02659,299.9,307.4,2142,80.3,82,0.66,34,20,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02660,297.2,308.2,1759,79.5,48,0.74,26,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02661,300.6,310.1,2791,53.0,227,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02662,306.6,314.0,2024,65.4,103,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02663,301.1,311.8,2159,29.8,144,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02664,305.8,314.7,2481,41.6,1,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02665,307.3,306.2,2060,76.7,137,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02666,297.5,313.8,2791,46.0,215,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02667,296.6,305.8,1620,67.9,25,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02668,299.5,315.9,2065,73.5,147,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02669,299.6,314.5,1802,51.7,232,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02670,300.4,315.2,1611,48.1,48,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02671,295.4,310.6,2793,29.5,215,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02672,301.3,317.9,1609,80.2,226,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02673,299.9,316.6,2066,24.4,178,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02674,301.9,305.5,1503,47.8,123,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02675,303.2,315.1,1545,49.4,218,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02676,305.3,317.1,2352,53.5,121,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02677,295.2,307.6,1807,49.6,89,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02678,302.4,309.5,2747,55.3,133,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02679,302.6,313.0,1931,24.2,49,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02680,301.2,308.1,2029,36.9,92,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02681,295.1,309.2,1395,43.1,152,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02682,296.1,316.8,2340,35.5,107,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02683,307.8,309.2,1513,64.3,143,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02684,302.4,313.0,1608,67.5,160,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02685,302.1,311.7,1327,21.1,67,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02686,303.8,306.3,1676,56.8,99,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02687,296.7,310.1,1239,17.7,29,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02688,304.8,306.2,2438,28.2,135,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02689,301.3,316.6,2625,81.8,93,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02690,302.1,307.5,1513,55.1,34,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02691,304.5,305.9,1473,30.7,124,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02692,305.9,312.2,2575,82.0,136,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02693,303.7,313.4,1462,55.7,96,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02694,307.2,310.9,2379,17.6,79,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02695,306.7,313.4,1333,58.9,7,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02696,307.4,311.1,2322,54.8,92,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02697,299.9,308.3,1636,27.7,26,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02698,301.6,305.3,2764,70.1,224,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02699,305.3,317.4,2267,71.3,215,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02700,298.2,310.3,1539,33.5,35,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02701,307.7,317.4,2247,34.2,170,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02702,303.4,307.3,2648,68.8,209,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02703,306.8,306.7,2525,31.4,10,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02704,300.7,314.8,1948,40.8,180,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02705,296.8,315.7,2633,39.5,209,0.27,73,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02706,299.6,316.1,1703,39.0,96,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02707,297.8,306.1,2797,28.1,247,0.35,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02708,301.7,314.9,1588,71.6,180,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02709,295.8,310.0,1841,31.6,170,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02710,300.3,310.0,2374,53.5,166,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02711,305.7,312.4,1232,81.1,119,0.83,17,10,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02712,303.6,309.7,1254,75.4,110,0.88,12,7,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02713,295.3,309.4,1534,28.5,182,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02714,300.7,305.2,2443,60.2,108,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02715,307.5,317.6,1970,24.9,143,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02716,295.4,311.9,1331,64.8,34,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02717,297.8,317.6,2593,51.0,239,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02718,307.9,313.0,2541,16.9,76,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02719,298.2,305.8,1867,68.3,99,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02720,305.2,314.6,1652,84.5,229,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02721,300.9,315.8,1463,38.4,65,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02722,306.8,306.9,1406,48.1,124,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02723,304.4,317.0,2310,61.0,136,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02724,295.2,315.3,2738,55.3,183,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02725,307.4,312.7,1588,22.8,204,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02726,296.4,307.6,2782,48.1,34,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02727,307.7,316.8,1601,81.6,172,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02728,307.4,308.0,2380,64.9,55,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02729,300.7,312.9,2627,83.4,112,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02730,297.4,314.5,1210,62.7,82,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02731,306.2,312.3,2165,38.2,169,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02732,300.7,315.5,2596,60.4,246,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02733,299.6,311.0,1703,62.9,244,0.69,31,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02734,304.1,306.4,2128,75.4,87,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02735,307.4,308.6,2721,62.4,118,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02736,300.3,311.2,1662,38.2,16,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02737,306.2,312.7,2746,63.8,232,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02738,298.6,308.0,1524,29.4,122,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02739,295.0,306.5,2156,45.1,178,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02740,300.1,314.8,1995,68.2,58,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02741,306.7,307.4,1801,59.9,188,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02742,301.3,306.8,1975,22.5,98,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02743,298.8,316.2,1743,49.2,174,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02744,299.5,309.0,1938,48.2,131,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02745,304.1,317.8,2467,68.0,83,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02746,304.2,307.3,2208,30.0,139,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02747,299.1,312.2,2060,40.3,94,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02748,306.7,313.9,2154,61.4,169,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02749,295.4,309.0,1504,68.5,165,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02750,302.7,314.0,1695,47.6,164,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02751,298.5,314.7,1826,80.8,26,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02752,305.9,307.3,1605,79.7,215,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02753,296.0,314.6,2159,83.5,76,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02754,301.8,310.2,1389,71.8,248,0.62,38,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02755,302.0,317.4,1351,23.9,54,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02756,306.2,306.5,1377,54.5,74,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02757,304.7,313.7,2190,67.6,4,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02758,298.1,314.4,1556,64.9,13,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02759,303.1,314.1,2351,61.5,243,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02760,299.1,315.7,1217,59.5,6,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02761,296.7,311.6,2548,68.8,189,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02762,300.1,309.6,1209,50.7,58,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02763,301.7,317.6,2640,71.6,8,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02764,304.2,311.8,1741,65.5,239,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02765,299.2,316.8,2136,33.4,244,0.27,73,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02766,305.3,310.5,1603,34.6,83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02767,297.5,312.6,2574,25.4,135,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02768,306.5,313.2,1419,31.9,34,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02769,307.7,309.0,2080,75.3,52,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02770,301.8,315.9,2675,62.0,89,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
